Function Name,Frequency,Percentage
Power,2,0.0023656880603723594
ison,2,0.0023656880603723594
next_sep,2,0.0023656880603723594
maxNegative,2,0.0023656880603723594
minratio,2,0.0023656880603723594
DoRelease,2,0.0023656880603723594
AbsSubImpl,2,0.0023656880603723594
AbsAdd,2,0.0023656880603723594
AbsAddImpl,2,0.0023656880603723594
AbsCompare,2,0.0023656880603723594
ZeroInit,2,0.0023656880603723594
CalStoreLength,2,0.0023656880603723594
ReadCharNumber,2,0.0023656880603723594
Reserve,2,0.0023656880603723594
Neg,2,0.0023656880603723594
DoBindData,2,0.0023656880603723594
AbsMulImpl,2,0.0023656880603723594
DecReference,2,0.0023656880603723594
BindData,2,0.0023656880603723594
SetOwned,2,0.0023656880603723594
numChanges2,2,0.0023656880603723594
myPower,2,0.0023656880603723594
find_cyclic_index_order,2,0.0023656880603723594
calc_rides_by_index,2,0.0023656880603723594
ReadAndFindSolutionPerCase,2,0.0023656880603723594
displayResult,2,0.0023656880603723594
AbsSub,2,0.0023656880603723594
AbsMul,2,0.0023656880603723594
transformMatrix,2,0.0023656880603723594
sort_bigint,2,0.0023656880603723594
two_simplex,2,0.0023656880603723594
ascendingorder,2,0.0023656880603723594
descendingorder,2,0.0023656880603723594
swapvalue,2,0.0023656880603723594
copyfn,2,0.0023656880603723594
absdiff,2,0.0023656880603723594
get_bulb_state,2,0.0023656880603723594
get_snapper_state,2,0.0023656880603723594
earn,2,0.0023656880603723594
bigint_gcd,2,0.0023656880603723594
DoMemMul,2,0.0023656880603723594
bigint_mod,2,0.0023656880603723594
bigint_absdiff,2,0.0023656880603723594
bigint_compare,2,0.0023656880603723594
numChangesN,2,0.0023656880603723594
fabs,2,0.0023656880603723594
GCDEX,2,0.0023656880603723594
AbsDiv,2,0.0023656880603723594
AbsDivImpl,2,0.0023656880603723594
DoSub,2,0.0023656880603723594
minnumm,2,0.0023656880603723594
subset,2,0.0023656880603723594
do_multi,2,0.0023656880603723594
inRange,2,0.0023656880603723594
cookie_clicker,2,0.0023656880603723594
genera_supertabla,2,0.0023656880603723594
backward,2,0.0023656880603723594
genera2,2,0.0023656880603723594
SolveA,2,0.0023656880603723594
SolveB,2,0.0023656880603723594
Ordenar,2,0.0023656880603723594
Zerar,2,0.0023656880603723594
howManyPairs,2,0.0023656880603723594
canBeMadeSup,2,0.0023656880603723594
canBeMadeNorm,2,0.0023656880603723594
func_recycle,2,0.0023656880603723594
func_log,2,0.0023656880603723594
func_googlers,2,0.0023656880603723594
cookie_rate,2,0.0023656880603723594
recyc_num_cal,2,0.0023656880603723594
recyc_per_cal,2,0.0023656880603723594
pow_of_ten,2,0.0023656880603723594
cal_digits_num,2,0.0023656880603723594
findTopGooglers,2,0.0023656880603723594
findMaxScoreWith,2,0.0023656880603723594
scores_above,2,0.0023656880603723594
recycled_numbers,2,0.0023656880603723594
worth_buy,2,0.0023656880603723594
mark_surprise,2,0.0023656880603723594
HowMany,2,0.0023656880603723594
GiveBestScoreForNonSurprisingSet,2,0.0023656880603723594
GiveBestScoreForSurprisingSet,2,0.0023656880603723594
pushLargestToBack,2,0.0023656880603723594
calc_number,2,0.0023656880603723594
similarity,2,0.0023656880603723594
rollup,2,0.0023656880603723594
find_max_googlers,2,0.0023656880603723594
calc_triplet_score,2,0.0023656880603723594
isbestof,2,0.0023656880603723594
comparar,2,0.0023656880603723594
pgcd,2,0.0023656880603723594
combien,2,0.0023656880603723594
faisable,2,0.0023656880603723594
prepare_table,2,0.0023656880603723594
insertionSort,2,0.0023656880603723594
topow,2,0.0023656880603723594
findWins,2,0.0023656880603723594
simulateHonest,2,0.0023656880603723594
simulateSmart,2,0.0023656880603723594
findMaxScoreWithout,2,0.0023656880603723594
est,2,0.0023656880603723594
calc_optimal,2,0.0023656880603723594
cookieClicker,2,0.0023656880603723594
getMaxAboveBenchMark,2,0.0023656880603723594
move_to_front,2,0.0023656880603723594
int_length,2,0.0023656880603723594
max_score,2,0.0023656880603723594
naomi_at_war,2,0.0023656880603723594
naomi_at_deceitful_war,2,0.0023656880603723594
count_valid_m,2,0.0023656880603723594
numlen,2,0.0023656880603723594
get_card,2,0.0023656880603723594
recall,2,0.0023656880603723594
bonus,2,0.0023656880603723594
estadopontos,2,0.0023656880603723594
distribui,2,0.0023656880603723594
imprimepontos,2,0.0023656880603723594
dn,2,0.0023656880603723594
nbits,2,0.0023656880603723594
countneighbours,2,0.0023656880603723594
clearclicked,2,0.0023656880603723594
find_recycled_pairs,2,0.0023656880603723594
cal_digits,2,0.0023656880603723594
findzero,2,0.0023656880603723594
GetRecycledPairs,2,0.0023656880603723594
Cycle,2,0.0023656880603723594
get_first_lower_than,2,0.0023656880603723594
rodar,2,0.0023656880603723594
howManyGotBetterPoints,2,0.0023656880603723594
nosurp,2,0.0023656880603723594
noDigitX,2,0.0023656880603723594
algebra,2,0.0023656880603723594
rightshift,2,0.0023656880603723594
abs_d,2,0.0023656880603723594
cifang,2,0.0023656880603723594
eql_d,2,0.0023656880603723594
nDigitos,2,0.0023656880603723594
add_case,2,0.0023656880603723594
get_first_bigger_than,2,0.0023656880603723594
analyseCook,2,0.0023656880603723594
calMinScd,2,0.0023656880603723594
alreadyExist,2,0.0023656880603723594
RotateRightDecimal,2,0.0023656880603723594
getMSB,2,0.0023656880603723594
getNumDigit,2,0.0023656880603723594
RotateLeftDecimal,2,0.0023656880603723594
spc,2,0.0023656880603723594
max_scores,2,0.0023656880603723594
get_optimal_time,2,0.0023656880603723594
kreiraj,2,0.0023656880603723594
ispis,2,0.0023656880603723594
makeA,2,0.0023656880603723594
analyzeScore,2,0.0023656880603723594
single_index_to_char,2,0.0023656880603723594
single_index_to_x,2,0.0023656880603723594
single_index_to_y,2,0.0023656880603723594
timefor,2,0.0023656880603723594
count_recycleds,2,0.0023656880603723594
_ceil,2,0.0023656880603723594
brea,2,0.0023656880603723594
waittime,2,0.0023656880603723594
Bsearch,2,0.0023656880603723594
Lsearch,2,0.0023656880603723594
np,2,0.0023656880603723594
getm,2,0.0023656880603723594
powerit,2,0.0023656880603723594
getwidth,2,0.0023656880603723594
is_recycled_pair,2,0.0023656880603723594
digit_count,2,0.0023656880603723594
check_triplet_best_special,2,0.0023656880603723594
check_triplet_best,2,0.0023656880603723594
ttc,2,0.0023656880603723594
list_find,2,0.0023656880603723594
testSurprising,2,0.0023656880603723594
xy_to_index,2,0.0023656880603723594
get_googlers_count,2,0.0023656880603723594
triplet_cmp,2,0.0023656880603723594
solveFor,2,0.0023656880603723594
shuf,2,0.0023656880603723594
findscores,2,0.0023656880603723594
reused,2,0.0023656880603723594
deleteObjectFromArray,2,0.0023656880603723594
print_perms,2,0.0023656880603723594
del_rep,2,0.0023656880603723594
find_perms,2,0.0023656880603723594
apart,2,0.0023656880603723594
calctriplet,2,0.0023656880603723594
get_recycled_count,2,0.0023656880603723594
solve_small,2,0.0023656880603723594
readInputsFor,2,0.0023656880603723594
setDefaultValues,2,0.0023656880603723594
calculateTimeRequired,2,0.0023656880603723594
findc,2,0.0023656880603723594
nf,2,0.0023656880603723594
isRes,2,0.0023656880603723594
numd,2,0.0023656880603723594
cmp_string,2,0.0023656880603723594
cmp_non_surprising,2,0.0023656880603723594
cmp_surprising,2,0.0023656880603723594
maxSS,2,0.0023656880603723594
number_digits,2,0.0023656880603723594
prueba,2,0.0023656880603723594
timesum,2,0.0023656880603723594
CountDigits,2,0.0023656880603723594
ImproveResult,2,0.0023656880603723594
CheckForBestScore,2,0.0023656880603723594
CreateScoreTriplet,2,0.0023656880603723594
CheckFairnessOfScore,2,0.0023656880603723594
GetMaxScoreIndex,2,0.0023656880603723594
GetLeastScoreIndex,2,0.0023656880603723594
assign_super,2,0.0023656880603723594
cmpLine,2,0.0023656880603723594
assign_normal,2,0.0023656880603723594
doa,2,0.0023656880603723594
dob,2,0.0023656880603723594
learn,2,0.0023656880603723594
nexttime,2,0.0023656880603723594
recycle_numbers,2,0.0023656880603723594
computeNoCheat,2,0.0023656880603723594
computeCheat,2,0.0023656880603723594
bimatch,2,0.0023656880603723594
timeac,2,0.0023656880603723594
ward,2,0.0023656880603723594
maxCS,2,0.0023656880603723594
Buy,2,0.0023656880603723594
initArreglos,2,0.0023656880603723594
shif,2,0.0023656880603723594
ttf,2,0.0023656880603723594
optimalWar,2,0.0023656880603723594
process_total,2,0.0023656880603723594
dWar,2,0.0023656880603723594
NoBuy,2,0.0023656880603723594
isS,2,0.0023656880603723594
notS,2,0.0023656880603723594
noOfdig,2,0.0023656880603723594
playDeceitWar,2,0.0023656880603723594
isBest,2,0.0023656880603723594
count_onemore_score,2,0.0023656880603723594
count_normal_score,2,0.0023656880603723594
count_score,2,0.0023656880603723594
usarraro,2,0.0023656880603723594
find_time_for,2,0.0023656880603723594
soma1,2,0.0023656880603723594
greatherThan,2,0.0023656880603723594
sortBlocks,2,0.0023656880603723594
cleargood,2,0.0023656880603723594
calc_surprise,2,0.0023656880603723594
uncomp,2,0.0023656880603723594
ResizeBitArray,2,0.0023656880603723594
s_maxscore,2,0.0023656880603723594
inorder,2,0.0023656880603723594
fill_grid,2,0.0023656880603723594
FindMax,2,0.0023656880603723594
Cookie_Clicker_Alpha,2,0.0023656880603723594
nb_pairs,2,0.0023656880603723594
somme_chiffre,2,0.0023656880603723594
buy_fort,2,0.0023656880603723594
wait_x,2,0.0023656880603723594
int2char,2,0.0023656880603723594
magique,2,0.0023656880603723594
war_score,2,0.0023656880603723594
substrn,2,0.0023656880603723594
get_fail_cnt,2,0.0023656880603723594
checkeach,2,0.0023656880603723594
ia,2,0.0023656880603723594
convert_int,2,0.0023656880603723594
FlipBit,2,0.0023656880603723594
OffBit,2,0.0023656880603723594
OnBit,2,0.0023656880603723594
GetBit,2,0.0023656880603723594
ns_maxscore,2,0.0023656880603723594
count_distinct_pair_solution,2,0.0023656880603723594
calculate_dancers,2,0.0023656880603723594
noOfDigits,2,0.0023656880603723594
getMaxNumBrHigherThenP,2,0.0023656880603723594
judge_google,2,0.0023656880603723594
not_found,2,0.0023656880603723594
ito,2,0.0023656880603723594
isperiod,2,0.0023656880603723594
array_reorder,2,0.0023656880603723594
digitOf,2,0.0023656880603723594
merge_array,2,0.0023656880603723594
DWar,2,0.0023656880603723594
form1,2,0.0023656880603723594
T,2,0.0023656880603723594
numofdigits,2,0.0023656880603723594
get_num_digits,2,0.0023656880603723594
straightpower,2,0.0023656880603723594
find_length,2,0.0023656880603723594
create_TOS,2,0.0023656880603723594
best_score,2,0.0023656880603723594
check_surprising,2,0.0023656880603723594
check_unsurprising,2,0.0023656880603723594
secondtime,2,0.0023656880603723594
DestroyBitArray,2,0.0023656880603723594
CreateBitArray,2,0.0023656880603723594
calc_maximum,2,0.0023656880603723594
cmp_func,2,0.0023656880603723594
check_hit,2,0.0023656880603723594
find_rotations,2,0.0023656880603723594
power_10,2,0.0023656880603723594
num_d,2,0.0023656880603723594
check_bound,2,0.0023656880603723594
callen,2,0.0023656880603723594
sup,2,0.0023656880603723594
nor,2,0.0023656880603723594
selectMax,2,0.0023656880603723594
do_single,2,0.0023656880603723594
do_flat,2,0.0023656880603723594
do_tall,2,0.0023656880603723594
determine_open_rect,2,0.0023656880603723594
do_sparse_colfirst,2,0.0023656880603723594
_get_num,2,0.0023656880603723594
rotate1,2,0.0023656880603723594
do_sparse,2,0.0023656880603723594
getout,2,0.0023656880603723594
avail,2,0.0023656880603723594
test_bit,2,0.0023656880603723594
find_safety,2,0.0023656880603723594
check_wall,2,0.0023656880603723594
test_ray,2,0.0023656880603723594
analyse_board,2,0.0023656880603723594
skip_n,2,0.0023656880603723594
calculateSeconds,2,0.0023656880603723594
FunNew,2,0.0023656880603723594
FunOld,2,0.0023656880603723594
getMark,2,0.0023656880603723594
greater,2,0.0023656880603723594
hand_compare,2,0.0023656880603723594
can_ken_beat,2,0.0023656880603723594
score_war,2,0.0023656880603723594
score_dw,2,0.0023656880603723594
check_str,2,0.0023656880603723594
pasSurprenant,2,0.0023656880603723594
no_digits,2,0.0023656880603723594
isgood,2,0.0023656880603723594
decomposition,2,0.0023656880603723594
permutation,2,0.0023656880603723594
COPY,2,0.0023656880603723594
nbRepetitionsPossibles,2,0.0023656880603723594
peutLeFaireEnEtantSurprenant,2,0.0023656880603723594
peutLeFaireSansEtreSurprenant,2,0.0023656880603723594
surprenant,2,0.0023656880603723594
getNumRecycledPair,2,0.0023656880603723594
recycleStr,2,0.0023656880603723594
isRedundent,2,0.0023656880603723594
clearRedundencyCheck,2,0.0023656880603723594
digi,2,0.0023656880603723594
convertToNumber,2,0.0023656880603723594
convertToArray,2,0.0023656880603723594
bubbleSortDesc,2,0.0023656880603723594
lltoa,2,0.0023656880603723594
atoll,2,0.0023656880603723594
count_best_performer,2,0.0023656880603723594
recycleCheck,2,0.0023656880603723594
caseTest,2,0.0023656880603723594
removeClosestLowerOrHigher,2,0.0023656880603723594
removeClosestLower,2,0.0023656880603723594
lmain,2,0.0023656880603723594
get_pair,2,0.0023656880603723594
calc_nosurp,2,0.0023656880603723594
calc_surp,2,0.0023656880603723594
cmp_nosurp,2,0.0023656880603723594
cmp_surp,2,0.0023656880603723594
removeClosestHigher,2,0.0023656880603723594
markNeighbors,2,0.0023656880603723594
cmpDatabase,2,0.0023656880603723594
putDatabase,2,0.0023656880603723594
getMapping,2,0.0023656880603723594
right_num,2,0.0023656880603723594
merges,2,0.0023656880603723594
increment_bcd,2,0.0023656880603723594
cald,2,0.0023656880603723594
boardsize,2,0.0023656880603723594
drawtransposed,2,0.0023656880603723594
fillin,2,0.0023656880603723594
process_one_case,2,0.0023656880603723594
count_self_images,2,0.0023656880603723594
see_myself_p,2,0.0023656880603723594
see_myself_horiz_p,2,0.0023656880603723594
count_recycled,2,0.0023656880603723594
num_bcd_digits,2,0.0023656880603723594
rev2,2,0.0023656880603723594
Problem_Solver,2,0.0023656880603723594
check_rotations,2,0.0023656880603723594
st,2,0.0023656880603723594
sh,2,0.0023656880603723594
recsum,2,0.0023656880603723594
gomax,2,0.0023656880603723594
triple,2,0.0023656880603723594
tm,2,0.0023656880603723594
revstr,2,0.0023656880603723594
rotateInt,2,0.0023656880603723594
intLen,2,0.0023656880603723594
updateWithSurprise,2,0.0023656880603723594
solve_all,2,0.0023656880603723594
fill_dot,2,0.0023656880603723594
affect_neighbor,2,0.0023656880603723594
sufficientTriplet,2,0.0023656880603723594
dryRun,2,0.0023656880603723594
gtime,2,0.0023656880603723594
print_rotated_numbers,2,0.0023656880603723594
num_recycled_pairs,2,0.0023656880603723594
exists_already,2,0.0023656880603723594
wrap_num,2,0.0023656880603723594
read_one_line_and_solve,2,0.0023656880603723594
read_float,2,0.0023656880603723594
solve_one_puzzle,2,0.0023656880603723594
notInList,2,0.0023656880603723594
getCtime,2,0.0023656880603723594
max_with_surprise,2,0.0023656880603723594
max_points,2,0.0023656880603723594
calcLen,2,0.0023656880603723594
calcHead,2,0.0023656880603723594
getXtime,2,0.0023656880603723594
calResult,2,0.0023656880603723594
change_array_value,2,0.0023656880603723594
n_surprise,2,0.0023656880603723594
isMaxPresent,2,0.0023656880603723594
getLis,2,0.0023656880603723594
addSurprise,2,0.0023656880603723594
initData,2,0.0023656880603723594
equacao,2,0.0023656880603723594
charify,2,0.0023656880603723594
check_insert,2,0.0023656880603723594
to_pow,2,0.0023656880603723594
to_size,2,0.0023656880603723594
number_of_digits,2,0.0023656880603723594
getLds,2,0.0023656880603723594
somaum,2,0.0023656880603723594
can_surprise,2,0.0023656880603723594
numerical_strcmp,2,0.0023656880603723594
ceildiv3,2,0.0023656880603723594
calculate_best_time,2,0.0023656880603723594
setNum,2,0.0023656880603723594
tn,2,0.0023656880603723594
expon,2,0.0023656880603723594
getDig,2,0.0023656880603723594
transf,2,0.0023656880603723594
calculate_rotations,2,0.0023656880603723594
reset_nodes,2,0.0023656880603723594
makeresult,2,0.0023656880603723594
mylog2,2,0.0023656880603723594
gettrain,2,0.0023656880603723594
afficher_mat,2,0.0023656880603723594
gdc,2,0.0023656880603723594
CheckForOpposites,2,0.0023656880603723594
rotate_mat,2,0.0023656880603723594
descendre,2,0.0023656880603723594
CheckForPairs,2,0.0023656880603723594
Search,2,0.0023656880603723594
calculate_oowp,2,0.0023656880603723594
gravity_mat,2,0.0023656880603723594
spread,2,0.0023656880603723594
gagnant_mat,2,0.0023656880603723594
kaydir,2,0.0023656880603723594
c2map,2,0.0023656880603723594
calculate_owp,2,0.0023656880603723594
betterPower,2,0.0023656880603723594
DeleteLastNode,2,0.0023656880603723594
Display,2,0.0023656880603723594
calculate_owp_aux,2,0.0023656880603723594
Append,2,0.0023656880603723594
ecrire_mat,2,0.0023656880603723594
printdata,2,0.0023656880603723594
ispossible,2,0.0023656880603723594
printdata2,2,0.0023656880603723594
CheckAns,2,0.0023656880603723594
gc,2,0.0023656880603723594
compute_wp,2,0.0023656880603723594
compute_played_won,2,0.0023656880603723594
printStack,2,0.0023656880603723594
hasOpp,2,0.0023656880603723594
rotar,2,0.0023656880603723594
derecha,2,0.0023656880603723594
abajo,2,0.0023656880603723594
update_ptr,2,0.0023656880603723594
codejam2015A,2,0.0023656880603723594
findgen,2,0.0023656880603723594
calc_wp,2,0.0023656880603723594
team_rpi,2,0.0023656880603723594
rpi,2,0.0023656880603723594
d1,2,0.0023656880603723594
d2,2,0.0023656880603723594
baja,2,0.0023656880603723594
rightify,2,0.0023656880603723594
coz,2,0.0023656880603723594
gravitate,2,0.0023656880603723594
get_dir,2,0.0023656880603723594
calculate_oowpi,2,0.0023656880603723594
make_run,2,0.0023656880603723594
apply_filter,2,0.0023656880603723594
int_tab,2,0.0023656880603723594
calculate_wpi,2,0.0023656880603723594
find_wpi,2,0.0023656880603723594
fromvec,2,0.0023656880603723594
b_s,2,0.0023656880603723594
another_robot,2,0.0023656880603723594
ch2dir,2,0.0023656880603723594
r_s,2,0.0023656880603723594
is_row,2,0.0023656880603723594
dubSmaller,2,0.0023656880603723594
check_p,2,0.0023656880603723594
maxflow,2,0.0023656880603723594
isout,2,0.0023656880603723594
fibo,2,0.0023656880603723594
rekuCol,2,0.0023656880603723594
robot_act,2,0.0023656880603723594
claps,2,0.0023656880603723594
calculate_owpi,2,0.0023656880603723594
rorate,2,0.0023656880603723594
checkWhoWins,2,0.0023656880603723594
wpc,2,0.0023656880603723594
GetA,2,0.0023656880603723594
MinPot2,2,0.0023656880603723594
aud,2,0.0023656880603723594
calculate_wp,2,0.0023656880603723594
IsK,2,0.0023656880603723594
oowpc,2,0.0023656880603723594
FindIs,2,0.0023656880603723594
check_vertical,2,0.0023656880603723594
check_diagonalL,2,0.0023656880603723594
nextPt,2,0.0023656880603723594
check_diagonalR,2,0.0023656880603723594
dcheck,2,0.0023656880603723594
ispow2,2,0.0023656880603723594
connectRed,2,0.0023656880603723594
IsPot2,2,0.0023656880603723594
avg_steps_func,2,0.0023656880603723594
connectBlue,2,0.0023656880603723594
canMove,2,0.0023656880603723594
owpc,2,0.0023656880603723594
checkPossibility,2,0.0023656880603723594
doesWin,2,0.0023656880603723594
rekuCount,2,0.0023656880603723594
CalculateSpecialWP,2,0.0023656880603723594
Min,2,0.0023656880603723594
cal_under,2,0.0023656880603723594
calcAr,2,0.0023656880603723594
CalculateOOWP,2,0.0023656880603723594
cal_between,2,0.0023656880603723594
bag,2,0.0023656880603723594
boo,2,0.0023656880603723594
IsAnyBlueTile,2,0.0023656880603723594
omino_shape,2,0.0023656880603723594
wp_min_me,2,0.0023656880603723594
verifyHoriz,2,0.0023656880603723594
omino_cmp,2,0.0023656880603723594
verifyVert,2,0.0023656880603723594
omino_extend,2,0.0023656880603723594
verifyDiag,2,0.0023656880603723594
count_row,2,0.0023656880603723594
test_on_input_errors,2,0.0023656880603723594
omino_transform,2,0.0023656880603723594
omino_is_canonical,2,0.0023656880603723594
CalculateOWP,2,0.0023656880603723594
CalculateWP,2,0.0023656880603723594
omino_array_print,2,0.0023656880603723594
FindS,2,0.0023656880603723594
shynessrev,2,0.0023656880603723594
calc_case,2,0.0023656880603723594
countWP,2,0.0023656880603723594
calcOWP,2,0.0023656880603723594
countOWP,2,0.0023656880603723594
grid_reset,2,0.0023656880603723594
grid_xor_omino,2,0.0023656880603723594
grid_can_place_omino,2,0.0023656880603723594
grid_print,2,0.0023656880603723594
is_2_in_degree,2,0.0023656880603723594
calcWP,2,0.0023656880603723594
countOOWP,2,0.0023656880603723594
grid_is_solvable,2,0.0023656880603723594
grid_is_solvable_using_omino,2,0.0023656880603723594
omino_copy,2,0.0023656880603723594
wp,2,0.0023656880603723594
owpx,2,0.0023656880603723594
calc_rpi,2,0.0023656880603723594
getInt64,2,0.0023656880603723594
generate_ominoes,2,0.0023656880603723594
goDown,2,0.0023656880603723594
conv_str2double,2,0.0023656880603723594
Tcalc1,2,0.0023656880603723594
Tcalc2,2,0.0023656880603723594
Tcalc,2,0.0023656880603723594
Rotaciona,2,0.0023656880603723594
isPow2,2,0.0023656880603723594
tile,2,0.0023656880603723594
Gravidade,2,0.0023656880603723594
is_power_of_two,2,0.0023656880603723594
tileit,2,0.0023656880603723594
goLeft,2,0.0023656880603723594
pboard,2,0.0023656880603723594
initIO,2,0.0023656880603723594
search1,2,0.0023656880603723594
getGen,2,0.0023656880603723594
freeResources,2,0.0023656880603723594
compute_owp,2,0.0023656880603723594
search3,2,0.0023656880603723594
search4,2,0.0023656880603723594
hi,2,0.0023656880603723594
canit,2,0.0023656880603723594
cd,2,0.0023656880603723594
node_cmp,2,0.0023656880603723594
count_column,2,0.0023656880603723594
add_init,2,0.0023656880603723594
omino_set_print,2,0.0023656880603723594
shortest,2,0.0023656880603723594
ilog2fll,2,0.0023656880603723594
count_slash,2,0.0023656880603723594
goUp,2,0.0023656880603723594
short_it,2,0.0023656880603723594
redtile,2,0.0023656880603723594
goRight,2,0.0023656880603723594
count_bslash,2,0.0023656880603723594
Brotate,2,0.0023656880603723594
checkIfpower2,2,0.0023656880603723594
getSolution,2,0.0023656880603723594
jdz,2,0.0023656880603723594
toosmall,2,0.0023656880603723594
replacetiles,2,0.0023656880603723594
setColor,2,0.0023656880603723594
setChar,2,0.0023656880603723594
compute_oowp,2,0.0023656880603723594
ro,2,0.0023656880603723594
rswap,2,0.0023656880603723594
input_parse,2,0.0023656880603723594
findcIndex,2,0.0023656880603723594
mincmp,2,0.0023656880603723594
ctbl_check2,2,0.0023656880603723594
denom,2,0.0023656880603723594
cmpback,2,0.0023656880603723594
splitting,2,0.0023656880603723594
check_dExists,2,0.0023656880603723594
fill_hcf_tab,2,0.0023656880603723594
readtrains,2,0.0023656880603723594
bump,2,0.0023656880603723594
datapacking,2,0.0023656880603723594
powof2,2,0.0023656880603723594
fraction_reduce,2,0.0023656880603723594
secHalf,2,0.0023656880603723594
fraction_delete,2,0.0023656880603723594
firstHalf,2,0.0023656880603723594
fraction_new,2,0.0023656880603723594
gcm,2,0.0023656880603723594
get2rank,2,0.0023656880603723594
get_equiv_num,2,0.0023656880603723594
isInt,2,0.0023656880603723594
nextv,2,0.0023656880603723594
lenSteps,2,0.0023656880603723594
Lenth,2,0.0023656880603723594
dps,2,0.0023656880603723594
get_OWP,2,0.0023656880603723594
divv,2,0.0023656880603723594
ReadNumber,2,0.0023656880603723594
processButtons,2,0.0023656880603723594
dorpl,2,0.0023656880603723594
waitForInput,2,0.0023656880603723594
catezice,2,0.0023656880603723594
insert_in_tree,2,0.0023656880603723594
dtbl_check1,2,0.0023656880603723594
isDub,2,0.0023656880603723594
timeonit,2,0.0023656880603723594
come_back_len,2,0.0023656880603723594
out_delete,2,0.0023656880603723594
out_combine,2,0.0023656880603723594
wtbl_check1,2,0.0023656880603723594
reduction,2,0.0023656880603723594
exsit,2,0.0023656880603723594
ullHashIncrease,2,0.0023656880603723594
getNextBlueExec,2,0.0023656880603723594
AddDir,2,0.0023656880603723594
my_strcpy,2,0.0023656880603723594
DeciToBin,2,0.0023656880603723594
bsd,2,0.0023656880603723594
bbb,2,0.0023656880603723594
powerofq,2,0.0023656880603723594
esta,2,0.0023656880603723594
make_node,2,0.0023656880603723594
crop,2,0.0023656880603723594
slow,2,0.0023656880603723594
tryUp,2,0.0023656880603723594
ParseString,2,0.0023656880603723594
ullHashClear,2,0.0023656880603723594
findFriends,2,0.0023656880603723594
alloc_name,2,0.0023656880603723594
tryRight,2,0.0023656880603723594
tryDown,2,0.0023656880603723594
tempsMin,2,0.0023656880603723594
pushbuttons,2,0.0023656880603723594
tryLeft,2,0.0023656880603723594
strtoint_n,2,0.0023656880603723594
PrintInput,2,0.0023656880603723594
getNextOrangeExec,2,0.0023656880603723594
common_prefix,2,0.0023656880603723594
getNextExec,2,0.0023656880603723594
intpow,2,0.0023656880603723594
ModifyList,2,0.0023656880603723594
ullHashSet,2,0.0023656880603723594
new,2,0.0023656880603723594
GreatestCommonDivisor,2,0.0023656880603723594
util_gcd,2,0.0023656880603723594
ullHashGet,2,0.0023656880603723594
Oppose,2,0.0023656880603723594
strToint,2,0.0023656880603723594
InitTree,2,0.0023656880603723594
FreeNode,2,0.0023656880603723594
Combine,2,0.0023656880603723594
addDirectory,2,0.0023656880603723594
ullHashFunction,2,0.0023656880603723594
Comb,2,0.0023656880603723594
findOpp,2,0.0023656880603723594
findComb,2,0.0023656880603723594
free_tree,2,0.0023656880603723594
jud,2,0.0023656880603723594
ton,2,0.0023656880603723594
search_pos,2,0.0023656880603723594
makesquare,2,0.0023656880603723594
getlinesum_r,2,0.0023656880603723594
isDoable,2,0.0023656880603723594
getM,2,0.0023656880603723594
getM1,2,0.0023656880603723594
SGN,2,0.0023656880603723594
getprimefactor,2,0.0023656880603723594
max_candy,2,0.0023656880603723594
look_direction,2,0.0023656880603723594
convert_code,2,0.0023656880603723594
find_result,2,0.0023656880603723594
checkFrequency,2,0.0023656880603723594
afunc,2,0.0023656880603723594
checkSorted,2,0.0023656880603723594
richardWins,2,0.0023656880603723594
csearch,2,0.0023656880603723594
eliminate,2,0.0023656880603723594
checkIndex,2,0.0023656880603723594
getprime,2,0.0023656880603723594
findhighest,2,0.0023656880603723594
all_taken,2,0.0023656880603723594
findnextbtn,2,0.0023656880603723594
calMinSec,2,0.0023656880603723594
findMaxPos,2,0.0023656880603723594
calcPos,2,0.0023656880603723594
swapgood,2,0.0023656880603723594
radixsort,2,0.0023656880603723594
need_friend,2,0.0023656880603723594
stupidSort,2,0.0023656880603723594
xq,2,0.0023656880603723594
iterate,2,0.0023656880603723594
hb,2,0.0023656880603723594
single,2,0.0023656880603723594
absV,2,0.0023656880603723594
get_prev,2,0.0023656880603723594
pla,2,0.0023656880603723594
cal_owp,2,0.0023656880603723594
segs_cmp,2,0.0023656880603723594
getlinesum_c,2,0.0023656880603723594
cal_wp,2,0.0023656880603723594
testXRC,2,0.0023656880603723594
degree,2,0.0023656880603723594
bcktr,2,0.0023656880603723594
compare_function,2,0.0023656880603723594
maxpi,1,0.0011828440301861797
print_4delta,1,0.0011828440301861797
multquaternion,1,0.0011828440301861797
readrow,1,0.0011828440301861797
sin,1,0.0011828440301861797
calc_both,1,0.0011828440301861797
point_cover,1,0.0011828440301861797
ReadBoard,1,0.0011828440301861797
print_impossible,1,0.0011828440301861797
initsentence,1,0.0011828440301861797
fops,1,0.0011828440301861797
print_configuration,1,0.0011828440301861797
exploit,1,0.0011828440301861797
print_pancake,1,0.0011828440301861797
mine_c,1,0.0011828440301861797
calc_short_time_to_goal,1,0.0011828440301861797
getDecimal,1,0.0011828440301861797
PerformTrick,1,0.0011828440301861797
calcJump,1,0.0011828440301861797
mine_a,1,0.0011828440301861797
get_near,1,0.0011828440301861797
tentotwo,1,0.0011828440301861797
getmaxcnt,1,0.0011828440301861797
passesTests,1,0.0011828440301861797
_min,1,0.0011828440301861797
